name,room_type,price,minimum_nights,number_of_reviews
Garden Cottage blocks to bay/dwntwn,Private room,64,1,548
Walk To All Bay/Park/Zoo/Gaslamp/Convention/ATTIC,Private room,55,1,556
Outdoor shower walk to all Greenrom,Private room,58,1,667
Beachfront La Jolla Home - Sunsets!,Entire home/apt,618,3,29
Studio in the Heart of South Park!,Entire home/apt,49,2,386
Downtown close-Hip apartment,Entire home/apt,122,2,480
Urban San Diego Cottage with Garden,Entire home/apt,127,3,177
Quaint cottage near USD/Old Town and trolley line,Entire home/apt,98,2,220
Cozy Backyard Cottage in South Park,Entire home/apt,85,7,313
Eco Luxury Casita,Entire home/apt,151,3,109
Charming Craftsman in South Park,Entire home/apt,200,2,34
Stylish Modern Condo  Stunning Views,Entire home/apt,83,30,29
Extreme home stay in La Jolla!,Private room,130,2,70
Private 1 bedroom ‘BirdsNest’ by the Park,Entire home/apt,249,3,10
ENCHANTING SANCTUARY  CENTRAL TO ALL,Entire home/apt,229,30,110
803 El Carmel - Deluxe Town Home,Entire home/apt,300,3,1
La Jolla Kid Friendly Beach House,Entire home/apt,493,3,185
Soulful Studio 2 Blocks to Beach,Entire home/apt,120,2,553
4 Br Large Family House Normal Heights San Diego,Entire home/apt,201,3,108
Aunt Chris' San Diego Getaway New and Improved,Entire home/apt,104,2,463
OMG Views! Spacious-Modern  Jacuzzi  Beach & City,Entire home/apt,708,3,29
MOST POPULAR LISTING WALK TO BAY DOWNTOWN PARK/ZOO,Private room,68,1,743
Hillcrest San Diego Midcentury Bedroom Bathroom,Private room,89,1,192
Luxury Condo with Ocean Views,Entire home/apt,365,3,72
Vista Del Mar Two,Entire home/apt,322,3,58
Backyard Treehouse Flat,Entire home/apt,125,1,1
Quaint Historic Beach House,Entire home/apt,197,3,174
BOAT  BED & BREAKFAST -  SLIPAWAY  - 45'  Ketch,Entire home/apt,249,2,28
condos in San Diego  CA,Entire home/apt,282,2,1
La Jolla Beach Beauty ~ 3bd/2ba walk to beach/surf,Entire home/apt,650,3,5
Walk to bay downtownn Priv 1/2 bath,Private room,58,1,470
Priv Bath Walk to Bay/downotwn/park,Private room,59,1,608
Downtown San Diego Loft,Entire home/apt,90,30,102
La Jolla Castle in the Sky,Entire home/apt,1324,4,2
Spanish Revival Home with a View,Entire home/apt,180,2,165
*Prime Location!!*99 WaLK Score*,Entire home/apt,84,30,16
Andrade  Spa In Sunny San Diego CA,Entire home/apt,250,5,10
South Park Studio disinfected + JACUZZI courtyard,Entire home/apt,104,1,170
Steps to la jolla cove  walk to all,Private room,161,2,58
Walk to bay/dwntwn/parkZoo  parking free/Lavender,Private room,56,1,499
1/2 br condo in San Diego  Mission Valley,Entire home/apt,307,2,0
Walk to all  Village step to beach,Private room,171,2,102
Family Beach Home  2 Blocks To Sand,Entire home/apt,465,4,7
BOAT  BED & BREAKFAST -  Dauntless  - 46' Hampton,Entire home/apt,266,2,30
Romantic getaway  La jolla village,Private room,181,2,60
Private Guest suite w/ Ocean View,Entire home/apt,104,1,13
Perfect PB Spring/Summer Getaway!,Entire home/apt,122,1,85
One night stay in Luxury,Private room,443,1,0
One Bedroom Ocean View San Diego Central EZ Park,Entire home/apt,89,30,57
Quiet  relaxing  big & private room,Private room,55,4,300
Vintage 1928 Craftsman Cottage outdoor living & AC,Entire home/apt,179,7,47
Ocean retreat in Point Loma,Private room,98,2,92
Sunset Cliffs hill-top private room,Private room,82,2,90
Perfect La Jolla Spanish Cottage,Entire home/apt,187,1,290
Bungalow by the Bay Sunsets & Sails,Entire home/apt,325,3,72
family friendly  close to the beach,Entire home/apt,285,5,34
charming cottage by la jolla cove,Entire home/apt,191,2,123
1 of a Kind!  North Park  Hillcrest,Entire home/apt,114,1,260
Modern  Bright and Beautiful Across From Ballpark,Entire home/apt,359,26,16
Mission Beach Family Paradise. Beach & Bay fun,Entire home/apt,199,2,240
LaJolla==The Jewel  Ocean getaway  near UCSD 4you2,Private room,50,5,17
Vibrant Retreat-1 block to Urban Hub  Blue Room,Private room,42,1,202
Clean/Private BDRM/ Ideal for Grads/Intern/Coder,Private room,37,1,2
Great Location  Affordable & Fun!,Entire home/apt,125,30,104
Surf  sand  comfort & great price!,Entire home/apt,204,3,29
Early 1900's Carriage House w/Views,Entire home/apt,104,2,385
Ocean View Deck ☆ 2 Homes to Ocean ☆ Dogs ok,Entire home/apt,190,3,70
PB Dream Home! Comfy Master Bdrm!,Private room,443,1,0
Sunny San Diego,Private room,72,1,1
★★★★★ C-19 CLEAN Memory Foam Full Bed  Desk & Wifi,Private room,75,31,31
Welcoming Bungalow close to it all!,Entire home/apt,114,2,476
Luxury condo with Bay & City View,Entire home/apt,165,30,1
Centrally Located In Mission Valley,Entire home/apt,94,38,19
Cozy Room in Pacifc Beach,Private room,51,3,71
Luxury Condo  Close to Downtown San Di,Entire home/apt,84,30,10
Historic Gallagher Home (1),Private room,90,2,144
Luxury Condo Del Mar(Carmel Valley),Entire home/apt,77,10,19
Calming Retreat By #1 Beach - Dog Friendly!,Entire home/apt,75,1,166
Mission Bay Hideaway,Entire home/apt,199,3,23
Amazing Cottage at the Beach!,Entire home/apt,146,2,520
PRIVATE BATHROOM! COZY & QUIET  :),Private room,55,20,105
Windansea 2bd; check calendar for special $,Entire home/apt,147,1,204
$100-150 night--Windansea #3,Entire home/apt,78,1,311
2 Homes to Beach ★ Exclusive Backyard ★ Dogs OK,Entire home/apt,261,3,44
Zen House  Quiet Neighborhood,Private room,54,2,10
Charming  lovely home in San Diego,Entire home/apt,151,2,18
Wow! Oceanfront 2 BR! -  810,Entire home/apt,330,3,17
La Jolla Shores Vacation Home Near Beach and UCSD,Entire home/apt,250,3,9
Perfect Oceanfront 1 Bedroom! -1006,Entire home/apt,235,3,6
Cozy WindanSea Beach Cottage -A\C- 2 blks to beach,Entire home/apt,265,3,43
Pacific Beach Oceanfront 1 BR! - 1107,Entire home/apt,222,3,0
Pacific Beach Oceanfront 1 BR! - 207,Entire home/apt,235,3,12
Incredible Oceanfront 1 BR! -  209,Entire home/apt,235,3,4
Fantastic Oceanfront 1 BR! -  509,Entire home/apt,235,3,4
Amazing Oceanfront 1 BR! -  609,Entire home/apt,235,3,15
Pacific Beach Oceanfront 1 BR! -  706,Entire home/apt,235,3,3
Wow! PB Oceanfront 1 BR! -  709,Entire home/apt,235,3,10
Pacific Beach Oceanfront 1 BR!,Entire home/apt,235,3,8
Amazing PB Oceanfront 2 BR! - 508,Entire home/apt,330,3,4
Fabulous Oceanfront 2 BR! - 610,Entire home/apt,330,3,8
Fantastic Oceanfront 2 BR! - 708,Entire home/apt,330,3,4
Luxurious Oceanfront Corner 2 BR 801,Entire home/apt,390,3,7
Amazing Oceanfront Corner 2 BR - Incredible View!,Entire home/apt,358,3,5
Share 3 BR house,Private room,90,1,0
4 bed/2 ba Family Retreat in SD,Entire home/apt,151,4,13
South Park Comfy Cottage,Entire home/apt,93,3,16
49 STEPS to the SAND...eat  sleep  beach  repeat!,Entire home/apt,175,3,76
49 STEPS 2 - THE HEART of MISSION BEACH,Entire home/apt,195,5,69
Gorgeous Convenient San Diego Home,Entire home/apt,200,28,95
Charming cozy bedroom in San Diego,Private room,60,1,12
La Jolla Dream Villa  Kid Friendly,Entire home/apt,900,6,0
Super Disinfected Beach home Close to All - HotTub,Entire home/apt,209,2,141
Kid Friendly Home Blocks From Beach,Entire home/apt,299,6,14
Windansea #1; Check calendar for special $$,Entire home/apt,80,1,372
Modern Loft in Gaslamp + Parking,Entire home/apt,450,31,43
The Best Place In South Park!,Entire home/apt,150,2,117
Stacey's 5 Bd Water View Beach Home,Entire home/apt,420,1,24
Quaint Cottage Heart of North Park  Location A+!,Entire home/apt,67,1,483
Furnished Entire Home/Condo in Downtown/San Diego,Entire home/apt,179,30,1
Pacific Beach Fun Surf Bike Cottage,Entire home/apt,109,1,646
*Hospital Clean*Charming Getaway with Skyline View,Entire home/apt,90,1,313
 Hip  Housing in North Park,Entire home/apt,214,3,2
Private Tiny Home Cottage in North Park,Entire home/apt,95,2,164
cozy private room in pacific beach,Private room,74,4,28
30 Day Min 5-STAR Bed/Bath with Extras!,Private room,50,30,217
2 Bdr Bungalow - Block from Beach!,Entire home/apt,139,3,91
Central San Diego 3 bedroom 2 bath with yard.,Entire home/apt,219,3,56
Luxury Gated Mission Bay Estate,Entire home/apt,924,5,12
Brand New Tuscan Estate,Entire home/apt,926,5,14
Beach Condo STEPS to sand w/ parking & AC!,Entire home/apt,231,3,170
Mission Beach Get a way  top unit,Entire home/apt,500,6,6
Beautiful Spacious Beach Flat,Entire home/apt,250,2,94
Beach Escape! Large outdoor decks! Fully Stocked!,Entire home/apt,225,3,56
The Village Retreat!,Entire home/apt,272,3,93
Mission Beach 2BD 1.5BA #2-50 ft to the beach,Entire home/apt,225,3,80
2 Homes to Beach + Ocean View Deck + Yard + Dog OK,Entire home/apt,494,3,14
Private Balcony!  Great Location!,Entire home/apt,69,14,13
Spacious  Luxury  Two Bedroom  2 Bath  Downtown,Entire home/apt,134,7,6
Ocean Views  Torrey Pines State Beach,Entire home/apt,700,3,0
Enjoy Stunning Views of San Diego!,Entire home/apt,285,3,88
OB Blue BeachHome 2 Blks to Ocean,Entire home/apt,205,2,129
San Diego 4 BR View House Little Italy Balboa Park,Entire home/apt,259,4,184
Downtown Victorian Loft Views,Entire home/apt,129,3,181
1 Bed in a 6 Bed Dorm at Fun Little Italy Hostel,Hotel room,30,1,113
Mission Beach 2BD 1.5 BA #3 50 ft to the sand,Entire home/apt,226,3,90
Swanky Casa Ocean Beach 1 Blk to Beach with A/C,Entire home/apt,204,3,273
Gorgeous 5 bedroom 4.5 Bath home built in 2013,Entire home/apt,350,14,1
2 bedrm  2 bath on the Beach beauty,Entire home/apt,360,7,0
Big 3BD 2 blks to Beach Ocean View,Entire home/apt,168,3,200
Modern Spacious Yoga Studio!,Entire home/apt,105,2,423
SanDiego  Hillcrest  1 Master Bedroom & Bath,Private room,132,30,28
The Cali Surf Palace,Private room,75,2,209
On park. 1 bed apt.has air & parking.+kitchen+w&d,Entire home/apt,125,2,317
Walk to bay Priv. bath private deck,Private room,58,1,469
Modern/Custom Beach House - Del Mar,Entire home/apt,330,3,33
Soak in a Hot Tub at a Mediterranean Beach House,Entire home/apt,1350,3,24
Private room in Chula Vista,Private room,50,30,12
Private room w/bath  Chula Vista,Private room,53,1,28
Mission Beach 2BR/1.5 Bath # 4 50 ft to the sand!,Entire home/apt,232,3,78
OB RedFishT 2 1/2 Blocks to Beach!,Entire home/apt,79,3,65
1 block to the beach dog friendly w/ a.c.!,Entire home/apt,200,5,28
Studio Cottage  Walk to Balboa Park  (has A/C!),Entire home/apt,114,2,378
Pacific Beach Clean Relaxing Flat- 1br  Sleeps 5,Entire home/apt,119,2,32
Peaceful San Diego Canyon Loft,Entire home/apt,97,2,147
Pool  Spa  View & Location,Entire home/apt,786,3,59
San Diego condo 2br/2ba  1 parking,Entire home/apt,150,30,1
Cozy Ocean View Beach Cottage707 -1BA 1BA Sleeps-5,Entire home/apt,195,3,18
Fabulous Ocean Front Home 3br 2bath- Sleeps 9,Entire home/apt,344,3,18
Lovely Relaxing Ocean View-1bedroom  Sleeps 4,Entire home/apt,237,3,16
2 Bedroom University Heights/North Park House,Entire home/apt,110,20,0
Casita in Sunny San Diego near SDSU,Entire home/apt,60,2,278
Red Surf Cottage OB,Entire home/apt,129,3,203
Clairemont Oasis,Entire home/apt,199,3,2
Sunny San Diego,Private room,56,2,147
2-bedroom Mission Beach home with private patio,Entire home/apt,148,4,139
University Heights Craftsman Home,Entire home/apt,180,2,108
Downtown Victorian Gem,Entire home/apt,111,3,116
Studio Beach Cottage w/ AC  *CDC Enhanced Cleaning,Entire home/apt,152,3,204
Gorgeous  Luxury Loft in Downtown San Diego,Entire home/apt,125,30,20
50 Steps to the Bay & 100 steps to the Ocean!,Entire home/apt,142,3,244
Guest House,Entire home/apt,106,3,81
Spacious apartment  old world charm,Entire home/apt,115,2,158
Bayside Chic Tropical 3 Bed  2bath-1 Block toOcean,Entire home/apt,315,3,9
10min 2 Gaslamp Seaworld Zoo Duplex 2bd Parking,Entire home/apt,128,1,206
California (S)-San Diego-Balboa Park Studio Hotel,Entire home/apt,190,3,7
California (S)-San Diego-Balboa Park 1 Bdrm Hotel,Entire home/apt,228,3,1
GardenRoom  with private sitting area.,Private room,42,2,27
Private Room  spacious & bright  a true delight.,Private room,55,1,22
Canyon Hideaway Garden Apartment in South Park,Entire home/apt,140,7,40
Luxury Condo w/KING Bed  Work Space  AC & Parking!,Entire home/apt,112,4,255
Beautiful Spanish home in charming neighborhood,Entire home/apt,430,3,6
Cozy Ocean Front Beach Cottage 3829- 1br,Entire home/apt,240,3,29
Cozy Ocean View Beach Cottage711-1Br Stepsto Ocean,Entire home/apt,181,3,9
Our San Diego Urban Retreat,Private room,39,2,52
San Diego house~Views~Sunrise to Sunset,Entire home/apt,100,5,33
~ Lovely Bay Duplex/Flat- 2br  1ba~ Sleeps 8,Entire home/apt,225,3,9
Mission Hills - Cozy Canyon Condo,Entire home/apt,71,2,286
Adorable South Mission Beach Studio 3- Sleeps 3,Entire home/apt,109,3,15
Adorable  South Mission Studio 8- Sleeps 3,Entire home/apt,109,3,13
Downtown Victorian Loft Getaway,Entire home/apt,129,3,110
Spacious  Modern & Walkable!,Entire home/apt,149,3,27
Modern Hide-away near Zoo & Park,Entire home/apt,129,3,56
Compact  Sexy  Modern for Two,Entire home/apt,132,3,48
2 Bed  2 Bath Luxury in North Park,Entire home/apt,285,3,3
Romantic & Walkable in North Park,Entire home/apt,152,3,21
Mid-Centry OBcean,Entire home/apt,170,3,112
Historic 2 Bdrm OB Spanish Casita,Entire home/apt,170,3,64
Room  Bath  Garage in Mission Beach.,Private room,129,1,353
Mediterranean style private room in La Jolla area,Private room,68,2,69
Bird Rock Cottage - La Jolla,Entire home/apt,345,3,12
Sun & Serenity,Private room,93,2,66
 La Casita  enchanting guest house,Entire home/apt,200,2,88
Charming cottage -- ocean breeze,Entire home/apt,139,2,374
Quiet oasis in family neighborhood,Private room,59,2,18
Cozy Studio/Flat Steps to Ocean747- Sleeps 2  BBQ,Entire home/apt,106,3,23
Cozy Ocean Front Beach Cottage 1br 3825 -Sleeps 5,Entire home/apt,229,3,17
Pacific BeachCharmingVictorian 2+br- CLOSE TO ALL!,Entire home/apt,185,3,8
Downtown Views! Luxury  Modern Unit with Balcony!,Entire home/apt,107,7,7
Luxurious and Priced Affordably  Downtown Unit,Entire home/apt,74,14,15
Urban Cottage Getaway,Entire home/apt,111,2,240
Hidden Beach Oasis Close to Sunset Cliffs; Pets OK,Entire home/apt,783,3,104
Quiet Private room with own shower,Private room,300,4,11
1Br Home 2 Blocks to Beach,Entire home/apt,150,2,423
Ocean Front ★ Corner Unit ★ Exclusive View Deck,Entire home/apt,282,3,23
California (S)-San Diego-Mission Valley 1 Bd Condo,Entire home/apt,197,3,3
California (S)-San Diego-Mission Valley 2 Bd Condo,Entire home/apt,244,3,2
SD Zen. Location  Style & Comfort.,Entire home/apt,315,1,402
Apartment San Diego North Park,Entire home/apt,89,40,9
Adorable South Mission Studios 7- Sleeps up to 3,Entire home/apt,109,3,7
Pacific Beach Central 2BA/2BA- Close to Everything,Entire home/apt,195,3,2
Ocean View Beach Cottage - 4BR 2BA- Sleeps 8,Entire home/apt,319,3,4
Nice  quiet private Room at North La Jolla/ UTC,Private room,90,3,37
Room/bath in sub penthouse,Private room,100,90,0
Great top-floor Little Italy condo,Entire home/apt,100,28,7
OCTOBER DEAL! Beachy Cottage 2 1/2 blcks Beach,Entire home/apt,79,3,66
Canyon setting studio,Entire home/apt,67,4,14
Luxury apt in spacious canyon home,Entire home/apt,70,3,60
Ocean Beach Bungalow-Steps to Sand at Dog Beach,Entire home/apt,173,3,55
3. Master bedroom private bathroom WIFI AC,Private room,45,30,109
Mission Beach Bayfront Condo,Entire home/apt,225,3,11
Kick Back in the Hot Tub at a Calm  Coastal-Themed Oasis,Entire home/apt,142,2,195
B - Mission Bay Private Studio Get Away-KING BED,Entire home/apt,96,5,33
California (S)-San Diego-Inn at the Park Studio,Entire home/apt,222,3,5
WALK TO SDCC GASLAMP: Private Room in Loft,Private room,95,2,13
Sunny and Bright Studio,Entire home/apt,99,4,218
Bright  Clean & Airy 600+ sq ft Apartment Near All,Entire home/apt,109,1,44
2bed 2bath Close to All. Near ZOO with air.parking,Entire home/apt,130,2,304
Peaceful Ocean themed Oasis,Entire home/apt,95,2,95
Best Location; close to bay but on quiet canyon,Entire home/apt,430,30,23
Mini Hotel  but better!,Entire home/apt,700,1,51
2. Close to Qualcomm UCSD Clean WIFI AC Parking,Private room,33,30,168
PB Pier Surfside Studio w/AC+parking+surfboards,Entire home/apt,156,1,337
PB Home next to Pier+Driveway+Patio+OPT Guesthouse,Entire home/apt,281,2,269
Marina District Walk to Convention Quiet Clean Apt,Entire home/apt,140,5,27
Right in the middle of downtown SD!,Entire home/apt,100,30,52
Silver Terrace Delight by Old Town  Sea World  Bay,Entire home/apt,96,2,133
Private Guest Suite - 4 blocks from beach,Entire home/apt,98,1,438
**South Mission Beach-front House**,Private room,75,1,4
Modern 3 bdrm Apt in Banker's Hill,Entire home/apt,116,1,308
Backyard Paradise near Mission Bay,Private room,80,2,109
Sunset Villa I: Panoramic Ocean Views of La Jolla,Entire home/apt,2209,1,2
 Granada House  North Park Urban Cottage,Entire home/apt,89,2,706
Baywatch in San Diego,Private room,43,2,52
Cozy & Elegant 1BR -CloseToTheBeach,Entire home/apt,1286,1,5
La Jolla Craftsman Charmer,Entire home/apt,250,4,13
Zen bedroom in SD/SouthPark home,Private room,75,2,128
Studio - Beach & Boardwalk are Open-Book Now!,Entire home/apt,117,1,179
Ocean View 6BR/4BA  steps to beach,Entire home/apt,850,7,7
Oceanfront House-Water is Open-Book Now!,Entire home/apt,341,1,118
Newley  Constructed Luxury Townhome Steps to Sand,Entire home/apt,300,7,78
Beach & Bay Getaway!  2BR / 2BA  Exclusive Patio,Entire home/apt,225,4,82
Detached Private Studio Apartment with View,Entire home/apt,131,2,113
Charming Room & Private Bath in PB,Private room,100,7,70
Tree House Retreat in North Park,Entire home/apt,105,5,226
★★★★★ C-19 CLEAN Queen Memory Foam  Desk & Wifi,Private room,89,31,15
★★★★★ Comfy Memory Foam Queen  Bath  Desk & Wifi,Private room,99,31,5
Welcome to Idle Cottage!,Entire home/apt,82,3,289
Home Away from Home on Ensenada Ct.,Entire home/apt,150,3,33
Ocean View Private Pool & Spa Home with A/C  BBQ,Entire home/apt,357,4,51
Bayside Walk Beauty,Entire home/apt,400,3,4
Bayside Walk Beauty,Entire home/apt,340,3,15
Spacious Sequoia Hideaway,Entire home/apt,404,5,0
Centrally Located Flat by Downtown,Entire home/apt,96,1,102
1. Close to Qualcomm UCSD Clean WIFI AC Parking,Private room,34,30,171
The Little Castle of South Park  Nr Downtown & Zoo,Entire home/apt,186,3,55
2595 Oceanfront Walk #5,Entire home/apt,675,3,0
Ocean Breeze Delight,Entire home/apt,760,3,0
Ocean Breeze Delight,Entire home/apt,746,3,1
North Park Vintage Vibe - North Room,Private room,50,1,148
Spectacular Sunset Beauty D-1,Entire home/apt,750,4,3
Spectacular Sunset Beauty D-2,Entire home/apt,741,4,2
**Canyon Retreat: tranquil private guesthouse**,Entire home/apt,116,4,215
Peaceful Bch Cottage Come Relax!,Private room,50,1,11
Beautiful Sunrise Condo,Entire home/apt,448,3,0
Hidden jewel of SD! Private entrance  private bath,Private room,69,3,19
San Diego - Inn at the Park,Entire home/apt,285,2,2
Cozy Beach Bungalow..  50 Steps to Beach!,Entire home/apt,178,2,181
Private room and own bathroom.,Private room,80,2,52
LA JOLLA RESORT STYLE LUXURY CONDO,Entire home/apt,150,30,88
Luxury Italian Style - Ocean Views,Entire home/apt,550,4,9
UCSD  2BDBA  garage   6 mo discount  avail 3-1-21,Entire home/apt,101,160,15
Historic El Cortez San Diego,Entire home/apt,106,30,13
2 Bed North Park Getaway,Entire home/apt,180,2,40
Quiet! Cozy backyard  CABIN..unique!  Vegetarian,Private room,44,5,23
Relaxing Bayview Sunrise B1,Entire home/apt,515,3,0
Relaxing Bayview Sunrise B2,Entire home/apt,575,3,3
Spectacular Sunrise Beauty,Entire home/apt,585,3,3
Beautiful Bay Getaway K-1,Entire home/apt,365,3,2
Lovely Bayfront Beauty B-4,Entire home/apt,400,3,12
GasLamp Condo -Luxury Best Location,Entire home/apt,100,30,2
Lovely Bayfront Beauty S-8,Entire home/apt,375,3,5
*Hospital Clean* Charming Studio Near Downtown,Entire home/apt,83,1,407
Oasis near the beach,Entire home/apt,169,30,46
Quiet  Central San Diego Luxury in North Park,Private room,76,1,196
Beach Cottage - walk to the ocean,Entire home/apt,149,3,131
Prime Waterfront Location on Sail Bay!,Entire home/apt,805,3,62
1 Bed in a 9 Bed Dorm at Fun International Hostel,Shared room,28,1,141
Casa Ballena  Luxury On The Bay!,Entire home/apt,836,3,37
Lovely Bayfront Beauty B-15,Entire home/apt,363,3,6
Cozy Coconut Cottage with A/C!,Entire home/apt,268,3,19
Beachy Keen Townhome on Jersey Crt! Steps to Sand,Entire home/apt,300,3,14
This Beachy Townhome is a Shore Thing!,Entire home/apt,300,3,21
HUGE 2 BR/2 BA Mission Beach Condo,Entire home/apt,113,3,282
Private Bedroom in a modern Penthouse,Private room,102,30,4
Beautiful and Unique Canyon Home,Entire home/apt,275,4,35
Spanish-style Guest House,Entire home/apt,85,7,384
Modern  Garden Studio in North Park!,Entire home/apt,109,3,29
Fabulous Beach House Pool and Spa!,Entire home/apt,689,3,129
Sep private Masterbedroom/bath/Ocean view,Private room,125,3,104
La Jolla Exquisite 1920's Estate,Entire home/apt,1430,30,0
Simple  yet cozy modern room,Private room,200,1,3
Cozy Studio/Flat Steps to Ocean745.5- Sleeps 2 BBQ,Entire home/apt,133,3,15
Private Rm  Exquisite 1920s Estate,Private room,200,30,8
P BEACH  Special Offer Ocean View,Entire home/apt,193,1,69
Separate private studio/own bath  ocean view,Private room,115,3,106
Ocean View Beach House w/AC *CDC Enhanced Cleaning,Entire home/apt,252,4,31
Contemporary East Village Loft,Entire home/apt,90,30,20
Downtown San Diego Gaslamp Studio,Entire home/apt,140,35,8
Cozy Studio with Private Patio on a Canyon in Mission Hills,Entire home/apt,113,3,236
South Mission Beach Zen-Like Studio,Entire home/apt,190,2,365
Elegant medditreannean Studio by SDSU & Stadium,Entire home/apt,99,4,45
Stylish Canyon Home Central to Everything,Entire home/apt,249,3,84
La Jolla Shores Beach Landing 2 Blocks From Ocean,Shared room,89,1,0
Fabulous Mission Beach Ocean Front Condo,Entire home/apt,426,4,24
Bayfront Paradise M-4,Entire home/apt,534,3,0
Balcony Room in Heart of San Diego!,Private room,64,3,291
"Home when Away!
All Welcome inc Long Term +GIs.",Private room,36,2,63
Bayfront Paradise M-1,Entire home/apt,580,3,0
2BR Home & Garden 1 Block to Beach,Entire home/apt,199,2,304
Private Ocean Beach Cottage and Courtyard,Entire home/apt,114,3,308
