name,room_type,price,minimum_nights,number_of_reviews
1bd Boston apt - Convenient & quiet,Entire home/apt,135,3,117
"Garden Suite near subway, beach",Entire home/apt,120,91,202
Quiet Southie 2bd Near the Beach and Broadway,Entire home/apt,75,28,21
Brownstone Bedroom Park & Garden Views by LMA & T,Private room,103,2,236
"Eagle Sea view,15min metro ride to center,safe st!",Private room,70,91,93
Gorgeous Condo w Huge Patio Back Bay Boston Common,Entire home/apt,350,91,0
New Stylish Modern Studio,Entire home/apt,94,2,119
4th of July Dream Spot!,Entire home/apt,248,91,27
"Beautiful, Comfortable and Cozy",Private room,98,31,7
Luxury Beacon Hill Apartment 1-BR,Entire home/apt,188,91,251
"Beautiful, Quiet, and Safe!",Entire home/apt,119,91,4
The Roseclair | 3BR 1BA | 2nd Floor near UMass Boston Redline T station!,Entire home/apt,129,32,31
Beacon Hill!! Feet Fom State House,Entire home/apt,100,91,0
The Artist room in beautiful villa.,Private room,50,2,23
"Modern, Spacious 1BR for 4 - Easy Marathon Access!",Entire home/apt,167,91,254
Lux Downtown Boston 1BR Apt w/pool,Entire home/apt,179,30,9
Sunny Two Bedroom Condo,Entire home/apt,125,1,172
Parking Close 2 Downtown Renovated,Private room,38,91,6
Stylish flat near subway/Harvard/BU/BC & Food!,Private room,59,29,53
Earth Sanctuary of Abundant Health,Private room,74,29,221
Small Rm +walk-in closet Easy to Longwood/Downtown,Private room,33,91,0
Grand Colonial in Historic Boston.,Entire home/apt,253,32,275
Beacon Hill Fabulous One Bedroom Apartment,Entire home/apt,232,28,237
2 br @ Harvard Business School,Entire home/apt,113,91,1
The Hedges: Sunny urban garden home with breakfast,Private room,94,1,128
Minutes to Boston-Near Beach 69-1,Private room,42,91,91
Sunny bedroom in large quiet house,Private room,85,30,56
"Sensational South End- 2BR, no stairs, Location!",Entire home/apt,150,28,344
Renovated One Bedroom in Back Bay,Entire home/apt,170,10,288
Sunlit room with private bath,Private room,90,2,181
"Downtown Crossing ARTlab, 1 Bed Apt, Boston",Entire home/apt,100,9,77
"""Room with a View""  from ""Top of the Hill""",Private room,85,91,26
"North End, 1 Bed Apt w/ office, Boston",Entire home/apt,100,14,55
Sanitized Modern 3BD private home-near BCEC,Entire home/apt,205,1,569
Sunny Private Studio Aptmt,Entire home/apt,135,3,253
"Downtown Crossing ARTlab, 1 Bed Apt, Boston",Entire home/apt,100,9,51
Back Bay Charmer,Entire home/apt,225,91,15
Luxury Studio Apt in North End,Entire home/apt,259,9,23
Convenient green Victorian,Private room,75,1,65
Quiet Artist's Retreat,Private room,98,2,39
Two Bedroom Apartment in Kenmore Sq,Entire home/apt,250,91,0
Brownstone Master Bath Suite Park Views by LMA & T,Private room,127,2,315
Great location!,Entire home/apt,90,91,4
Gorgeous and Spacious 2Bed in Historic South End,Entire home/apt,280,91,8
Master Suite@ Logan Airport,Private room,100,91,1
Room Logan Airport + 1/2 bathroom,Private room,80,100,5
Cozy Jamaica Plain Pad,Private room,150,91,0
large & grand 2 bedroom South End by Copley Sq #3,Entire home/apt,150,33,138
Perfect Back Bay 1BR; Walk the City,Entire home/apt,139,91,43
"Grt Location, Big 3 Bed,Nr all Colleges, Hospitals",Entire home/apt,138,28,9
Brownstone Bedroom Treetop Skyline View by LMA & T,Private room,103,2,233
Queen room in a charming villa,Private room,50,2,33
Comfy Beacon Hill Studio Great for Work Travel #13,Entire home/apt,81,1,107
South End Studio Perfect for Work Travel #36,Entire home/apt,59,1,79
"Stylish Downtown Studio in the SouthEnd, #8",Entire home/apt,60,1,111
"Downtown Crossing ARTlab, Studio Apt, Boston",Entire home/apt,100,9,46
Charming & Historic 2 bed/2 bath w/ private patio,Entire home/apt,349,3,43
Beautiful Philadelphia house near Harvard U. w/ pk,Entire home/apt,600,28,33
West Roxbury (Boston) private room,Private room,55,1,210
*$129 SPECIAL* Historic Beauty! Minutes to Center!,Entire home/apt,272,3,88
The Upton Boston - The Copley Suite,Entire home/apt,134,30,17
Brownstone Cozy Private Studio by the T & LMA,Entire home/apt,127,2,466
"Best Boston location, 2BR (M #2)",Entire home/apt,106,28,155
Unique Fenway/Back Bay/Copley 1 Bed,Entire home/apt,169,28,170
"Luxury, Gorgeous, apartment, walk to MGH!",Entire home/apt,118,28,6
NEW: Amazing price & location  studio-N End (M1S),Entire home/apt,95,3,102
Lovely private 4 bedroom apt,Entire home/apt,211,2,192
"Hidden Gem in Jamaica Plain, Boston",Private room,90,2,94
Parking EZ 2 Downtown/Longwood Larg,Private room,36,91,7
Parking Renovated Close to Downtown,Private room,36,91,1
2 Bd/Bth Apt Seconds from Mass General Hospital,Entire home/apt,347,30,15
Boston RooftopTerrace/ 2 Bed / By Logan airport,Entire home/apt,250,1,194
South End Studio Perfect for Work Travel #46,Entire home/apt,68,1,104
Parking Easy to downtown/Longwood,Private room,35,91,4
GreenT&bus stops in front of door,Private room,100,91,0
Charming studio,Entire home/apt,49,91,12
Beacon Hill Duplex  2 bedrooms Queen beds sleeps 4,Entire home/apt,280,3,67
Historic House modernized,Entire home/apt,300,3,116
Spacious Room in Edwardian Home,Private room,65,91,22
Charming Victorian Furnished Home,Entire home/apt,135,91,105
Cozy Attic Bedroom in Allston,Private room,41,91,3
Cosy Celtic Retreat,Private room,65,91,25
One Sweet Place,Private room,25,25,18
Romantic Beacon Hill Studio,Entire home/apt,110,91,5
Private Ensuite Room in Boston,Private room,87,3,210
"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",Entire home/apt,80,90,336
Charming new house-15 min to Boston- yard&parking,Entire home/apt,215,91,195
"224 Tremont St. 3B · Medical workers welcome. Near Tufts Med, BMC, MGH",Entire home/apt,43,10,180
Charming Beacon Hill 1+ BR Condo,Entire home/apt,250,91,6
Modern Beacon Hill 2 Bedroom,Entire home/apt,126,2,99
Sunny Duplex Condo + Private Parking,Entire home/apt,295,3,116
"Stylish 4BDR Home, Large Kitchen, Free Parking",Entire home/apt,329,2,219
3rd floor room in Victorian House,Private room,50,2,31
Quiet room - Great location!,Private room,60,30,23
Large room with view on Downtown,Private room,56,5,152
Beacon Hill Brownstone,Entire home/apt,147,91,23
Stunning SouthEnd/BackBay Penthouse,Entire home/apt,400,3,95
Newly-Renovated Condo,Private room,75,1000,0
Family friendly Boston home,Entire home/apt,400,2,9
"Renovated, Quiet, Free Parking",Private room,42,91,6
**Studio by Airport and T Station**,Entire home/apt,56,60,82
Beautiful 3 bedroom Dorchester MA,Entire home/apt,105,28,259
Quiet  Beauty in Boston,Entire home/apt,130,28,23
City living near the beach!,Entire home/apt,195,91,27
Parking Renovated Close to Downtown,Private room,36,91,2
"Bright, Spacious Loft in North End",Entire home/apt,240,91,1
$159 Special! *Penthouse Duplex* Close to Center,Entire home/apt,289,3,112
$89 Special Fresh! City Loft Apt,Entire home/apt,162,3,122
Private Entrance * King Beds! * Kid Friendly,Entire home/apt,180,2,190
Between BU/BC & great for groups,Entire home/apt,90,91,125
Private Studio Apartment in a Central Location,Entire home/apt,125,25,158
"Beacon Hill House, Huge Roof Deck & Encore Casino",Entire home/apt,310,91,124
Central Boston Beacon Hill 2brm,Entire home/apt,104,10,324
City Views|19th Cent. Past on Tremont| 1BR 1BA #5,Entire home/apt,113,30,79
"Heart of South End, Convenient, Comfy Studio #42",Entire home/apt,65,1,120
"Charming South End Brownstone, 2bedroom with a patio",Entire home/apt,183,3,128
Sunny Two-Bedroom in Boston,Entire home/apt,95,91,0
"Sunny 2-Bed Apt Next to T, close to BU & BC",Entire home/apt,96,28,96
Stunning South End Multi-level Loft/ with parking,Private room,55,91,9
Entire Top Floor (2 bed/2 ba) by BC,Private room,211,3,61
"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",Entire home/apt,60,1,110
"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",Entire home/apt,81,1,175
Large room located in Allston,Private room,70,91,0
"""La Gemma"" - a gem in the North End",Entire home/apt,266,2,205
Close to Airport and Subway,Entire home/apt,125,91,31
Sunny 1BR for Summer,Entire home/apt,62,91,0
Charming South End Apartment,Entire home/apt,198,91,5
Brownstone Luxury Penthouse Condo,Private room,139,2,115
"""Luxury 2BR in Boston/Fenway- with great amenities",Entire home/apt,899,28,4
Walk To Beach or City 1 -Our #1 Requested Room,Private room,42,1,225
Condo overlooking Boston Harbour,Entire home/apt,350,91,1
"Huge sunny room, red subway to downtown, 91day min",Private room,50,91,69
The Nantucket Room near Harvard Square,Private room,48,2,217
Forest Treasure of Bountiful Wealth,Private room,74,29,156
Boston Back Bay/Copley Square,Entire home/apt,186,3,34
Great location! 3 BD single fam. Kid-friendly.,Entire home/apt,554,91,15
"Large room, wood floor, 2 windows",Private room,56,5,147
South End Condo,Private room,100,91,0
"Sunny room, en-suite bathroom, minutes to Boston",Private room,75,3,355
The Meditation Room near Harvard Square,Private room,59,91,171
Large 3.5 BR|2 BA Penthouse Duplex,Entire home/apt,479,10,185
"$89*  Special! Comfortable, 1.5 miles to Center",Entire home/apt,159,3,94
Harvard Boston University MIT,Private room,45,91,6
Pvt tree top suite in great location,Private room,99,2,155
Spacious room convenient to subway,Private room,48,2,241
"Free parking, 1 private room",Private room,71,2,106
Beautiful 3 bed/2 bath: 5 miles to Copley Sq.,Entire home/apt,185,1,153
Renovated 2BR | 1.5BA on Charles St,Entire home/apt,695,10,216
Spacious Condo & Great for Groups,Entire home/apt,200,91,202
`Hidden Gem in Boston,Entire home/apt,89,1,117
Great city views top floor one bed #7,Entire home/apt,110,28,75
⭐️Berklee 360°Deck⭐️ PrivateBath ⭐️ WalkScore95 ⭐️,Private room,191,3,203
Spacious 5BR Condo Near Metro,Entire home/apt,400,3,111
"Large room, excellent access",Private room,53,5,65
Apartment close to everything!,Entire home/apt,99,91,216
Luxury Sunny Hill Townhouse Unit #2,Entire home/apt,536,28,15
Cozy private room near bus stop,Private room,50,28,10
Beautiful Waterfront Location.,Private room,149,1,226
"Sunny renovated 1 bed, near BC,BU",Entire home/apt,90,91,31
south end/back bay brownstone,Entire home/apt,277,3,54
Vintage Brownstone on Newbury|1 BR 1BA #3,Entire home/apt,93,2,96
Renovated Boston Apartment,Entire home/apt,200,91,24
Lovely Comm Ave Sublet,Private room,200,91,0
Entire Loft Apt in Prestigious Beacon Hill,Entire home/apt,109,91,258
Cool Top Floor 1 Bedroom Penthouse,Entire home/apt,207,91,7
"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",Entire home/apt,65,1,129
"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",Entire home/apt,65,1,67
"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",Entire home/apt,86,1,108
Stylish & Comfortable Newbury St Studio .#10,Entire home/apt,81,1,148
South End Studio Perfect for Work Travel #26,Entire home/apt,70,1,45
"Heart of South End, Convenient, Comfy Studio #22",Entire home/apt,65,1,100
"Charming Studio in Boston Brownstone, C.Ave#5",Entire home/apt,87,1,173
Experience an 1880s Victorian house,Private room,95,1,221
"Treetop and Ocean view, safe, near metro",Private room,70,91,26
Luxury 2BR Boston apt. by Longwood area Hospitals.,Entire home/apt,899,28,8
Stylish South End Apartment,Entire home/apt,105,31,99
"Small room Easy to Downtown, Longwood Clean Sunny",Private room,33,91,11
"South End Studio, Ideal for Boston Travelers..# 23",Entire home/apt,70,1,68
Renovated Parking EZ to downtown,Private room,37,91,5
Luxury Furnished 2-Bedroom Boston Apartment,Entire home/apt,899,28,1
"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",Entire home/apt,87,1,124
"Stylish Studio in Boston Brownstone, C.Ave# 21",Entire home/apt,84,1,74
"Beautiful Home in Jamaica Plain, MA",Private room,60,91,0
Stylish Studio on Newbury St #3,Entire home/apt,67,1,186
"City Living with a View, Newbury St...#4",Entire home/apt,71,1,184
"Stylish Studio on Newbury St, THIS IS BOSTON! .#12",Entire home/apt,69,1,163
Spacious bedroom close to downtown,Private room,59,91,0
"Exquisite 5 Rm Treetop Haven, JP Center, Driveway!",Entire home/apt,207,2,36
French Country 2bd/2bth Heart of JP,Entire home/apt,250,91,1
Furnished 2BR | Spacious Floorplan | Fenway Area,Entire home/apt,899,28,10
Cozy JP bedroom near Orange Line T,Private room,161,91,25
2 Bedroom in the heart of Boston,Entire home/apt,200,91,6
Basement apartment in Charlestown,Private room,200,91,8
North Station Luxury Apartment!,Entire home/apt,225,91,2
Clean bedroom in Allston,Private room,35,91,2
Private Room near public transport,Private room,50,28,17
Quiet Convenient Retreat,Private room,75,1,10
Cozy  Apt. 20 Minutes  from Downtown,Entire home/apt,200,2,42
Easy to downtown/Longwood Free Parking Clean House,Private room,34,91,7
Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,Private room,34,91,6
Private bedroom,Private room,71,91,17
Spacious North End 1 BR | 1BA,Entire home/apt,175,10,257
1bd apartment close to commuter rail and bus stop,Entire home/apt,68,91,12
M&R - Front Bedroom Bathroom Parking - Walk to T!,Private room,74,2,131
M&R Quiet Back Room Parking Bathroom,Private room,60,2,194
Boston 2 bedroom top floor condo w/balcony!,Entire home/apt,150,91,5
One Bedroom right by Fenway Park,Entire home/apt,135,91,15
Charming urban studio,Entire home/apt,73,91,110
Light and airy separate apt in funky Jamaica Plain,Entire home/apt,111,2,228
Bright home with lots of character!,Entire home/apt,100,91,23
"Quiet, sunny studio, directly on the T",Entire home/apt,87,32,7
Beautiful Apartment in Beacon Hill,Private room,60,91,1
Bright room in good location near public transport,Private room,55,91,7
Spacious and Sunny Brookline Apartment,Entire home/apt,285,3,172
Private apartment with cozy garden. STR-398119,Entire home/apt,100,3,270
Private Bedroom,Private room,150,91,0
"Beautiful 2Bedroom in the South End, Garden Unit",Entire home/apt,153,3,113
Stylish & Comfortable Newbury St Studio .#5,Entire home/apt,85,1,66
Stylish & Comfortable Newbury St Studio .#11,Entire home/apt,85,1,135
"Comfortable Studio in Back Bay, on Newbury St, .#7",Entire home/apt,69,1,127
Comfortable & Stylish Studio on Newbury St. #2,Entire home/apt,72,1,128
Stylish & Comfortable Newbury St Studio .#6,Entire home/apt,63,1,183
Charming Studio on Boston's iconic Newbury St. #8,Entire home/apt,88,1,140
"Charming Studio in Boston Brownstone, #44",Entire home/apt,62,1,78
Sunny bedroom in Allston,Private room,44,91,13
Private room near bus stop,Private room,50,28,3
Boston Private Room - Clean and quiet close to T,Private room,35,91,11
SAFE CENTRAL CITY LOCATION! WalkToWork/Everywhere!,Entire home/apt,198,91,15
Spacious South End Studio w/Boston View #7,Entire home/apt,73,1,155
"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",Entire home/apt,89,1,125
Charming & Stylish Studio on Beacon Hill #6,Entire home/apt,85,1,130
"Downtown Beacon Hill, Convenient, Comfy Studio #14",Entire home/apt,62,1,132
Charming & Stylish Studio on Beacon Hill #11,Entire home/apt,65,1,117
Stunning Beacon Hill Boston Townhouse Apartment,Entire home/apt,750,4,50
Charming & Stylish Studio on Beacon Hill #3,Entire home/apt,70,1,143
Parlor South End charm with deck,Entire home/apt,600,91,190
Sunny and Quiet top floor #8,Entire home/apt,90,30,75
Spacious 4 BR | 2.5 BA Single-Family Home.,Entire home/apt,373,3,69
Beacon Hill Studio w/ patio&parking,Entire home/apt,200,3,272
Modern Classic Boston Brownstone by LMA & T,Entire home/apt,670,1,3
Beacon Hill Duplex on Charles|3 BR 2BA,Entire home/apt,132,2,97
Charming & Stylish Studio on Beacon Hill #9,Entire home/apt,67,1,180
"2BD, Steps to Hospitals, T&Colleges",Entire home/apt,123,91,0
L’Auberge de Savin Hill,Private room,97,2,294
"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",Entire home/apt,65,1,102
"Heart of South End, Convenient, Comfy Studio #32",Entire home/apt,67,1,89
Charming & Stylish Studio on Beacon Hill #2,Entire home/apt,61,1,116
Beautiful South End Penthouse!,Entire home/apt,221,2,219
Charming & Stylish Studio on Beacon Hill #8,Entire home/apt,72,1,202
Private Room Queen Anne Victorian,Private room,78,1,11
Chic minimal back bay rental,Entire home/apt,200,180,0
Comfy Beacon Hill Studio Great for Work Travel #7,Entire home/apt,72,1,210
Charming & Stylish Studio on Beacon Hill #15,Entire home/apt,67,1,97
Charming & Stylish Studio on Beacon Hill #12,Entire home/apt,65,1,132
Large bedroom in South End w/ Patio,Private room,180,91,0
Beautiful Sunny Bedroom in Boston,Private room,76,91,2
Morning Glory Bed & Breakfast!,Private room,75,28,131
"Charming home Away from Home, close to parks",Entire home/apt,200,14,249
"Downtown Beacon Hill, Convenient, Comfy Studio #1",Entire home/apt,65,1,104
Studio apartment conveniently located in Downtown,Entire home/apt,99,91,22
"Centrally located Studio in Boston ,#35",Entire home/apt,61,1,106
Andrew Sq Room Close to T&Shops,Private room,75,91,4
WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,Entire home/apt,121,28,26
A Very Large Room - Beige Room,Private room,100,91,1
Andrew Sq - Quiet Yellow Room,Private room,100,91,1
A Very Large Room- Great for Couple,Private room,80,91,6
South End 1 Bedroom PERFECTION!,Entire home/apt,225,91,171
North End Studio,Entire home/apt,250,91,0
Nice bedroom in a shared apt.,Private room,79,91,2
One-Bed Condo (Downtown Boston),Entire home/apt,179,91,2
"Charming Studio in Boston Brownstone, #6",Entire home/apt,80,1,87
Updated South Boston Condo,Entire home/apt,206,91,5
Modern 1BR | Work Desk WiFi| Fenway near Hospitals,Entire home/apt,849,28,1
Friendly Resting Spot/Great Transit,Private room,96,91,32
Fenway Park | Spacious 1BR | Free WiFi & Work Desk,Entire home/apt,849,28,0
"Stylish Downtown Studio in the Boston, C.Ave# 34",Entire home/apt,80,1,83
Fenway 1BR | Work from Home | Close to Hospitals,Entire home/apt,849,28,1
Boston University Harvard MIT,Private room,38,91,9
Cozy room near Baker Chocolate Factory #1,Private room,70,91,33
Stylish 2BR  Apt-walking distance to Fenway Park!,Entire home/apt,899,91,9
Lovely 2BR apt near Fenway Park,Entire home/apt,899,28,3
Furnished 2-BR Apartment near Boston University,Entire home/apt,899,28,4
Fenway 2BR | Full Kitchen |Steps from Hospitals,Entire home/apt,899,28,5
Luxury 2BR apt located minutes from Fenway Park!,Entire home/apt,899,28,5
Gorgeous Beacon Hill Apartment,Entire home/apt,75,28,190
