name,room_type,price,minimum_nights,number_of_reviews
Private room/bath in downtown Menlo,Private room,70,1,277
HackerHome - SFO/Caltrain/Bart,Shared room,28,30,45
Beautiful Studio Apartment,Entire home/apt,128,1,140
Spacious  updated townhouse  convenient to freeway,Entire home/apt,350,2,3
Home away from home -  HEPA air filter!,Entire home/apt,130,2,281
Views Near Stanford/Palo Alto/Menlo Park,Entire home/apt,200,3,71
Artsy Beach House for the weekend?,Entire home/apt,315,1,172
8 min to SFO.,Entire home/apt,143,2,262
Cozy & Comfy private room with Views,Private room,40,2,100
HackerHome - Menlo Park: bunk 4,Shared room,39,2,51
HackerHome - Menlo Park: bunk 2,Shared room,35,30,78
HackerHome - Menlo Park: bunk 3,Shared room,33,2,37
HackerHome - Stanford: bunk 4,Shared room,40,2,54
HackerHome - Menlo Park:  bunk 1,Shared room,25,7,38
HackerHome - Menlo Park: bunk 1,Shared room,35,2,53
HackerHome - Stanford: bunk 3,Shared room,45,2,28
HackerHome - Palo Alto: bunk 2,Shared room,35,2,41
HackerHome - Palo Alto: bunk 1,Shared room,37,2,35
HackerHome - Stanford: bunk 1,Shared room,39,2,36
Private  Cozy  and Oh What A View,Private room,85,2,41
Heart of Silicon Valley,Entire home/apt,279,2,25
HackerHome - Stanford: bunk 2,Shared room,32,2,29
HackerHome - Palo Alto: bunk 3,Shared room,45,2,23
Private bedroom in Belmont downtown,Private room,90,2,22
ideal location - middle of everywhere,Private room,95,4,4
Quiet  Clean  Tasteful  Convenient2,Private room,99,2,107
Quiet  Clean  Tasteful  Convenient3,Private room,99,5,87
Private Room near Stanford,Private room,105,2,39
Cute private cottage near Stanford Univ and trails,Entire home/apt,113,3,21
Private Room in West Menlo Park,Private room,65,30,12
HackerHome - Daly City: bunk 3,Shared room,28,21,34
HackerHome - Daly City: bunk 1,Shared room,40,2,32
HackerHome - Daly City: bunk 1,Shared room,31,2,21
ideal location - middle of everywhere,Private room,95,4,0
quiet cottage @ convenient location,Private room,80,4,3
Cute & Charming RWC Cottage/Brand new modern bath,Entire home/apt,224,7,23
Blue Heron Hollow Guest Room,Private room,110,2,117
Enjoy our library bedroom,Private room,59,1,4
Family Friendly great for 2 familys,Entire home/apt,299,1,109
Private Studio near SF  SFO  SFSU  and BART,Entire home/apt,101,2,311
Japanese & Vermont-Inspired Retreat,Entire home/apt,339,3,22
Charming Home Mid Peninsula Hills Home,Entire home/apt,224,5,25
Cozy Africa - Pacific & Harbor Views - 2 Twin Beds,Private room,119,2,35
Elegant bedroom overlooking garden,Private room,46,3,43
Private Room in Luxury Townhome #2,Private room,100,21,20
1 Bdrm Studio near Burlingame Ave!,Entire home/apt,159,3,34
Discount!-Great cottage in great area*,Entire home/apt,140,2,96
Furnished Corporate Menlo Park Townhouse,Entire home/apt,400,28,14
Modernist paradise with ocean views,Entire home/apt,140,2,227
Mountain top home close to SF  redwoods & beach,Entire home/apt,234,7,3
Rent a Rockstar Tour Bus,Entire home/apt,1500,30,1
Treasure ON the coast..ocean FRONT!,Entire home/apt,352,2,88
Lovely Quiet Studio near Bart  SF  SFO  Parking,Entire home/apt,60,2,256
Family or Group! 12 Min to SFO & SF FiDi ⛹️☺♬親子別墅,Entire home/apt,484,90,39
Peaceful Room near BART  SFO  SF  Malls  Parking ,Private room,45,6,158
Bright  updated & close to Palo Alto & Stanford.,Entire home/apt,190,5,4
Private Apartment  1st floor of 3 story house,Entire home/apt,119,1,174
Short walk to Palo Alto downtown!,Private room,125,5,9
New studio apt--walk to Stanford,Entire home/apt,269,3,72
Cozy Studio with Private Entrance & Parking,Entire home/apt,99,2,403
Lovely Parisian Room & Private Bath,Private room,130,1,223
Luxury 1 br Condo near Stanford,Entire home/apt,109,30,25
Stunning World Traveler Art-Filled Ecological Home,Entire home/apt,211,3,357
Unique Art-filled Home,Entire home/apt,240,1,248
Cozy One Bedroom Downtown Redwood City Apartment,Entire home/apt,110,2,124
Beach Chalet with Outdoor Hot Tub,Entire home/apt,229,2,123
Carriage House open to garden,Entire home/apt,224,1,181
Carriage House Nestled in Trees,Entire home/apt,224,1,163
3 Br 2 Ba home near beautiful lake,Entire home/apt,225,5,13
Quiet  Quaint  and Pet Friendly,Private room,69,2,96
Tranquil Cul-de-Sac in Prime Locale,Private room,159,4,25
Charming Oceanview Moss Beach,Entire home/apt,215,2,176
Nice Room Near Facebook  Google  Stanford.,Private room,70,7,6
Quiet  Sunny and Charming 1 BR APT.,Entire home/apt,125,4,101
10 min to Downtown San Francisco and airport,Entire home/apt,286,3,209
Fun  Welcoming Home in Redwood City,Entire home/apt,260,14,3
Ranch House with Secluded Garden,Entire home/apt,290,5,10
Mid-Century Modern Retreat,Entire home/apt,750,3,27
SF Bay Area Home sleeps 7 near Airport and beach,Entire home/apt,220,1,153
Spacious Waterfront 2 bed  2.5 bath,Entire home/apt,200,90,8
Sweet and Soulful Retreat,Private room,75,30,24
San Francisco/Brisbane/Oyster Point w/views,Entire home/apt,160,30,276
Cozy & Comfortable Room3  Baylands,Private room,90,2,15
Beautiful Peninsula Casita,Entire home/apt,106,1,273
Private Suite  3min SFO &Explore SF,Entire home/apt,119,1,287
Little Cottage on the Hill,Entire home/apt,100,2,573
Sleep in a boat--fabulous house,Private room,99,1,20
Tuscan Villa  20 min to SF  stunning ocean view!,Entire home/apt,271,1,602
Cozy & Comfortable,Private room,60,30,25
Modern Apartment  near SFO,Entire home/apt,139,1,188
Cottage Studio in Garden Setting,Entire home/apt,155,1,285
Spacious & Pretty  near SFO,Private room,80,4,64
Very private 2BR/1BA bordering San Francisco,Entire home/apt,163,3,157
Menlo Oaks: private entrance  private room & bath,Private room,115,4,121
GREAT PLACE FOR A GREAT PRICE,Private room,450,1,0
Fun  Snug Room /Trundle Bed Available,Private room,89,1,53
Cozy  private  secluded with a view,Entire home/apt,139,30,197
Charming Quiet Room near Bart  shops  free parking,Private room,57,60,6
Charming Private Studio Near SFO,Entire home/apt,81,1,699
Oceanfront Views - Steps to the Beach,Entire home/apt,596,4,83
Private Room in Luxury Townhome #1,Private room,100,28,17
3 BR Exec Home - Conven Locale,Entire home/apt,425,30,11
San Mateo Executive Guest House,Entire home/apt,130,6,19
Beautiful  Comfy 1BD in Palo Alto,Private room,58,7,47
Single room 3 mins from SFO airport,Private room,75,1,258
Warm  Welcoming  The Mission  Room,Private room,65,1,78
Sunny  quiet  separate Studio in private home,Entire home/apt,159,3,176
Urban Flat | Top Floor Studio | Fully Inspected,Entire home/apt,136,5,81
Coastal Cabin Retreat -Walk to beach/trails,Entire home/apt,268,1,196
Cozy Two Bedroom Downtown Redwood City Apartment,Entire home/apt,150,2,209
Garden view room in beautiful home,Private room,70,1,310
SiliconValley Apt in Super Location,Entire home/apt,98,1,235
Cozy 2bd less than1 mile to the Bay,Private room,58,4,30
Cloud Copper,Private room,60,1,103
Modern Stanford/Palo Alto Guest House,Entire home/apt,302,3,70
Sunny  Quiet   The Palm  Room,Private room,72,1,112
Cloud Silver,Private room,70,1,89
Private Room-Menlo Park  Stanford,Private room,90,2,53
RoomShare With A Spectacular View,Shared room,50,31,12
Gorgeous room in family home!,Private room,110,1,2
1 BDR NEAR SAN FRANCISCO AIRPORT,Entire home/apt,102,2,214
Spacious Full House Minutes from 4 Golf Courses,Entire home/apt,249,2,157
Beautiful 4 Bdrm 3 bath home,Entire home/apt,350,3,9
Exec Palo Alto Retreat w/ In Unit Laundry & Pool,Entire home/apt,100,20,25
Half Moon Bay Craftsman Bungalow,Entire home/apt,285,2,24
1 bedroom with private bath in a large house.,Private room,122,1,48
Charming: Beach Casita With Private Patio,Entire home/apt,209,1,347
Relax and Comfort,Private room,88,14,0
 Southwest  - Pacific & Harbor Views - Queen bed,Private room,129,2,88
Asia for 2: Pacific Ocean & Harbor Views,Private room,134,2,147
2 Bedrooms  Sleeps 4 - Pacific & Harbor Views!,Private room,219,2,58
HackerHome - Millbrae: private rm,Private room,48,30,15
Lovely Private Room w/ Waterview,Private room,65,7,1
Beautiful Atherton Estate,Entire home/apt,861,60,1
Sunny Burlingame Private Apartment with Lounge.,Entire home/apt,210,1,83
Studio Garage - Separate entrance,Private room,75,2,7
Sanitized Private Bed-Bath Room|long-term|$1500mo,Private room,90,30,13
Cozy Condo in San Mateo,Entire home/apt,153,2,5
Spacious and Quiet 2BD Downtown,Entire home/apt,215,31,0
Spirit of the Coast,Private room,70,5,53
Great apartment near everything!,Entire home/apt,130,18,45
Lagoon Room#2 West - Beautiful & Private Entry!,Private room,119,1,125
Mediterranean Retreat,Entire home/apt,109,7,30
3bd/2 ba  Contemporary Silicon Valley stay,Entire home/apt,269,2,126
Casa Pacifica: 1 bd-Kitchen  Pet OK  2 day min.,Entire home/apt,160,2,85
| Private Spacious Studio near SF |,Entire home/apt,95,1,156
||| Cozy Studio near San Francisco |||,Entire home/apt,95,1,230
Studio/1BR in Super Silicon Valley Location,Entire home/apt,110,1,26
The Artist's Garden Studio,Entire home/apt,105,2,120
Family-friendly 3BD near Stanford/Palo Alto,Entire home/apt,595,5,6
4 BDRM 3 BATH  CAR PARKING CLEAN,Entire home/apt,503,2,37
Secluded Ocean View Apartment,Entire home/apt,184,4,242
Quiet Clean Tasteful Convenient1-3,Entire home/apt,767,5,3
1 Bdr Cabana just west of Stanford,Entire home/apt,208,3,104
NEW! Beautiful Studio/Cottage,Entire home/apt,115,2,108
THE BIG OM Oceanview Private Group or Solo RETREAT,Entire home/apt,254,1,129
Modern Studio in San Francisco,Private room,57,30,58
King in beautiful home close to SFO,Private room,63,2,195
|||| Cute Studio with Awesome Views ||||,Entire home/apt,95,1,193
Adorable  Charming  Fireplace B2,Entire home/apt,125,10,43
Comfy bed in beautiful home-free parking-close SFO,Private room,57,1,179
Lovely Room w/ Shared Bath,Private room,146,1,42
Private rooms with house Bay views,Private room,255,2,1
Charming cottage style near RWC,Private room,98,3,119
Oceanfront Private Guest House,Entire home/apt,155,2,304
Comfortable Beach Living Rockaway Beach,Private room,60,3,39
Tree House In The Oaks,Entire home/apt,314,3,0
The Squid Cave,Private room,54,1,56
Clean & cozy 1 bedroom apt  Stanford / Faceb00k,Entire home/apt,209,4,25
Private Guest House on family property,Entire home/apt,239,3,52
Bright home atop Silicon Valley,Entire home/apt,250,3,12
Coronado Apartments II,Entire home/apt,282,1,9
Garden studio nr SF/Bart w/parking,Entire home/apt,111,2,418
4 BDRM/3 BATH CAR PARKING *SIMPLY CLEAN*,Entire home/apt,465,7,33
Charming 3BD Home in Millbrae,Entire home/apt,400,30,50
Comfy Room Walking Distance to FBHQ,Private room,135,2,55
Charming & Cozy Room  Close to BART/Caltrain,Private room,125,1,82
Luxury hillside home in beautiful setting,Entire home/apt,249,2,70
4 BDRM 3 BATH PARKING SIMPLE/CLEAN-NICE YARD,Entire home/apt,450,28,4
Stunning Design Palo Alto/ Stanford/Silicon Valley,Entire home/apt,750,3,69
Private room/bath - great views,Private room,150,1,3
Cozy  Clean Comfy Convenient,Private room,75,2,88
Backyard Cottage  Pretty Street. Separate & Clean,Entire home/apt,100,2,280
Convenient 2 bedroom in-law unit,Entire home/apt,172,3,132
Studio for 1 person. No smokers/vapers!!!,Entire home/apt,84,30,37
Committed to Clean  WFH-Friendly Menlo Park Home,Entire home/apt,564,7,61
❤️Charming Best Location 2B/2B Near SFO,Entire home/apt,195,20,152
Exceptional Value!,Entire home/apt,98,2,284
Coastal Garden Retreat,Entire home/apt,149,2,27
HackerHome - Daly City: bunk 7,Shared room,32,2,21
HackerHome - Daly City: bunk 8,Shared room,33,2,12
Beautiful SM 1Bd! Pool+Gym+Smart TV!!! Feb Promo!!,Entire home/apt,124,1,73
HackerHome - Millbrae: bunk 3,Shared room,27,30,21
Sunny house with SF panoramic views 2+car parking,Entire home/apt,357,1,284
Unique and private one bedroom unit,Entire home/apt,135,2,262
Private Studio in Palo Alto close to FB/ Amazon.,Entire home/apt,120,1,2
Exec home near Stanford  Facebook,Entire home/apt,395,1,30
Luxurious Modern Studio,Entire home/apt,245,3,150
Studio Rm/Ensuite Bath/Priv Entry/Near Train&Town,Private room,102,4,153
Peaceful room overlooking the Bay,Private room,95,1,70
Studio Rm-Priv Bath & Entrance-10 min walk 2 train,Private room,92,4,135
*Palo Alto/Menlo Park/FB/Stanford TECH*,Private room,109,1,82
‘Ele & Teo’s Place Near SFO Airport.,Entire home/apt,160,2,15
California Ear Institute CAM Surgical Patients,Private room,240,2,0
Cozy private guesthouse near Stanford,Entire home/apt,101,1,584
Nice Room Near Facebook  Google  Stanford . . .,Private room,80,7,6
Zen Room,Private room,69,2,100
Bright Clean Room Shared Bathroom Free Parking,Private room,55,4,286
Large sunny home  coveted nbhd  huge yard  safe.,Entire home/apt,153,2,61
Comfortable Bed and Private Bath,Private room,89,4,81
Half Moon Bay - Beach Property w/ views (4 BR 3 B),Entire home/apt,400,1,158
Cozy location/ Quiet neighborhood,Entire home/apt,146,1,315
 Le Soleil  Grand Banks 42,Entire home/apt,250,2,70
Charming cottage  walk to Caltrain,Entire home/apt,130,1,365
House of Renewal,Entire home/apt,583,2,45
Private Studio Apartment ner San Francisco Airport,Entire home/apt,74,3,212
Big Peaceful Room In SF Bay near Train & Downtown,Private room,55,1,197
Trees and light,Private room,46,2,42
Large Coastal Home for Big Vacation,Entire home/apt,1200,2,127
Silicon Valley Oasis Clean   Private and Peaceful,Entire home/apt,171,14,28
Cozy Lagoon Room#1  - Great views & Private entry!,Private room,118,1,139
Cozy guest cottage,Private room,80,2,393
Private Retreat in Silicon Valley,Entire home/apt,135,3,43
Charming Cottage w/Private Entrance,Entire home/apt,181,3,81
Cozy Double Room,Private room,96,60,3
Menlo Park Oasis,Entire home/apt,349,2,90
Perfect for Business Travel - walk to downtown,Entire home/apt,225,2,54
Room in upper San Mateo Near PlayStation Oracle,Private room,45,1,4
Retreat Setting in Redwood Forest,Private room,75,2,206
Walk to Stanford! Completely private &cozy studio.,Private room,120,2,90
Private room bath in awesome modern Millbrae home,Private room,55,30,0
Sterling Ridge,Private room,200,1,28
Private cottage  secure comfortable,Entire home/apt,97,3,151
A Clean Private Room Shared Bath Kitchen Laundry,Private room,56,4,400
Looking to get away from it all?,Entire home/apt,170,1,264
Private Room near SFO airport,Private room,49,1,50
Quiet In law unit-private entrance,Private room,99,14,12
Adorable  Charming Caltrain Dwntwn Redwood City D2,Entire home/apt,138,5,20
Ground Floor Bedroom w/Lagoon View,Private room,70,4,50
Spectacular San Francisco Bay & City Views,Private room,69,3,3
Near Stanford. We discount for healthcare providrs,Entire home/apt,259,1,37
Stunning views 3b/3b San Mateo Home,Entire home/apt,340,2,138
Exec room near Stanford  Facebook,Private room,149,1,28
Mid Century Westlake Daly City 1bd,Private room,97,3,91
Silicon Valley Retreat (Week/Month discount),Private room,75,1,27
No Roommates!! PRIVATE Room & Bathroom,Private room,99,4,54
Ideal local  quaint  comfy home,Entire home/apt,514,1,2
Luxury House with SF Bay Area View,Entire home/apt,1000,2,121
Walk to Stanford Palo Alto Menlo Pk,Entire home/apt,129,3,213
Cloud Platinum w/ Private Bathroom,Private room,150,1,23
Villa Ferrari Estate Woodside CA,Entire home/apt,2200,30,31
Cloud Bronze,Private room,110,1,31
Custom 4/3 Home and Great location!,Entire home/apt,495,14,3
Menlo Park  2 Bedr Cottage,Entire home/apt,265,5,63
Ocean Front  San Francisco Bay/Pacifica area Apt,Entire home/apt,250,3,256
Adorable  Charming  Fireplace B0,Entire home/apt,125,10,44
Large Remodeled Room w/Private Bathroom Sf BayArea,Private room,60,1,151
Comfortable room*Great Location* SFO/Caltrain/BART,Private room,65,2,13
Monthly Private 1 bd 1 bath with Wifi,Private room,70,6,42
The Captain's Quarters,Entire home/apt,414,2,130
Cozy Downtown Duplex  2 Bedrooms & Patio,Entire home/apt,150,60,111
Backyard cottage with lots of charm,Entire home/apt,97,3,87
Spacious Private Rm  Oceanview Home,Private room,69,1,368
Master Suite with Private Bath in Ocean View House,Private room,67,1,392
Cozy Room in Ocean View House,Private room,52,1,479
Guest Room in Ocean View House,Private room,57,1,282
Private  Big Room  Ocean View House,Private room,50,1,446
3BR/2BA SF Home on the Hill - NOW EXTRA SANITIZED,Entire home/apt,151,1,317
SF borderline bay ridge community 15min sfo dwntwn,Private room,49,1,85
Location location location,Entire home/apt,400,2,2
Spacious Master Studio In-law!! SSF Near SFO,Private room,81,2,88
Luxurious Apt 10 mins - Stanford Uni /PA downtown,Entire home/apt,138,30,6
安静山顶私人社区，华人家庭两房公寓出租,Entire home/apt,131,30,1
Entire house 2 min walk to beach,Entire home/apt,520,2,28
Charming Tiny Home RV in Peninsula,Entire home/apt,90,3,34
Beautiful Home Overlooking SF - Sleeps 14  3 BA!,Entire home/apt,479,1,34
Modern room & loft  private entrance,Private room,69,1,578
* Stanford/Facebook/Silicon Valley CALI *,Private room,109,1,79
Carmelita Creek House,Entire home/apt,210,3,94
A great private room*7 mins walk to Caltrain BART*,Private room,100,10,7
San Francisco Airport  Gorgeous,Private room,67,1,249
Modern Executive Suite 1 bd 1 Ba 23,Entire home/apt,124,31,4
Sunny Silicon Vly 5 Star Rated Home,Entire home/apt,159,3,62
New Open In-Law Close To SFO,Entire home/apt,130,4,45
Remodeled duplex house near SF Airport,Entire home/apt,315,1,238
Redwood City room near downtown,Private room,35,28,119
Great West Coast Location,Private room,169,1,1
1 Br / 1ba,Entire home/apt,75,365,2
Semi-private space with bay views,Shared room,82,1,0
Master Suite w/ Private Bathroom &Entrance,Private room,175,3,4
on top of the world with spectacular Bay/City View,Private room,69,5,3
Lovely Craftsman Bungalow,Entire home/apt,250,2,114
SAN MATEO FAMILY HOME欢迎入住！,Entire home/apt,130,2,66
Upscale En Suite Room in Elegant Peninsula Home,Private room,100,7,20
Clean single room in SF Peninsula,Private room,75,30,34
Panoramic Views of Silicon Valley,Entire home/apt,425,5,46
Excellent in Valparaiso,Entire home/apt,650,3,0
Modern Menlo Park 1BR w/ Kitchen & in-unit Washer,Entire home/apt,219,21,0
Light filled contemporary home,Entire home/apt,636,2,94
Renovated Home In East Palo Alto,Entire home/apt,158,1,230
Cozy apt 5min to SFO  15min to SF,Entire home/apt,364,3,2
Master suite with private entrance  nice view,Private room,350,1,95
Modern Executive Upscale 2 bdrm 24,Entire home/apt,149,30,4
Modern Executive Upscale 2 bdrm 26,Entire home/apt,149,30,3
Gorgeous room with a private gym!,Private room,100,2,0
Urban Flat| Charming San Mateo Studio| ECO Cleaned,Entire home/apt,146,2,108
Urban Flat| Cozy Studio in San Mateo|,Entire home/apt,143,5,120
Urban Flat| Downtown San Mateo| ECO Cleaned,Entire home/apt,164,5,62
Urban Flat| San Mateo Suite|Fresh & Clean,Entire home/apt,164,3,77
Urban Flat| Spacious 2BR Suite| ECO Cleaned,Entire home/apt,206,3,157
Urban Flat| 2BR in San Mateo| ECO Cleaned,Entire home/apt,206,5,131
Studio in the woods,Entire home/apt,99,3,107
❤️A Luxurious 3B/2B with Air Conditioning,Entire home/apt,325,20,143
"Luxury Room for One in Hillsborough
雅房，舒適安全安靜又價平。",Private room,59,3,45
Luxury Retreat,Entire home/apt,650,3,41
Prime Location Near Stanford,Entire home/apt,87,5,27
Private Room in Foster City,Private room,55,6,12
Large one bedroom apartment- with balcony!,Entire home/apt,120,1,144
Large studio 2 mi from downtown Palo Alto,Entire home/apt,123,60,0
Private In-Law Unit,Private room,150,1,341
Hummingbird Cottage garden suite,Entire home/apt,115,4,142
Redwood City House with private yard & patio,Entire home/apt,145,30,5
Waterfront Home  San Francisco Bay /Silicon Valley,Entire home/apt,280,30,5
Bedroom walking distance from SLAC  Menlo Park  CA,Private room,79,7,60
4BD City View Vacation House 美景别墅,Entire home/apt,250,5,290
Spacious private room and bathroom,Private room,115,3,36
Nice 1 bedroom home + parking,Entire home/apt,89,7,13
Beautiful Bedroom near downtown San Carlos,Private room,50,30,1
High-End Family Home in Burlingame,Entire home/apt,600,4,19
Panoramic view private modern convenient location,Entire home/apt,595,7,0
3 bed/2 bath-SF OCEAN VIEWS-Pedro Point/Pacifica,Entire home/apt,395,2,45
Casita By The Bay  San Mateo,Entire home/apt,109,2,270
CORONADO APARTMENTS I,Entire home/apt,286,2,2
Private non-smoking upstair room wifi caltrain,Private room,104,2,56
Historic Spanish Architecture Home with Private Courtyard,Entire home/apt,749,3,39
Artist's ocean view retreat,Entire home/apt,332,1,270
Home sweet home,Private room,100,1,43
Beautiful House in Menlo Park  Bedroom 1,Private room,149,2,28
Burlingame private in-law unit,Entire home/apt,75,2,27
Mid-peninsula:  Cozy San Mateo single room,Private room,75,1,316
House of Peace,Entire home/apt,681,2,94
A QUIET LARGE FRESH LIVING ROOM,Private room,70,1,12
One bedroom guesthouse - convenient & close to SF,Entire home/apt,131,2,194
4/4 bath luxury home with pool  tub,Entire home/apt,725,4,0
Stylish Loft  Clean and Private  Business Travel,Entire home/apt,100,1,335
Alluring property(new construction),Entire home/apt,298,3,60
Guest House in Serene Hillsborough,Entire home/apt,1000,1,0
Chic Studio Apartment near SF,Entire home/apt,108,4,32
Spacious  luxury In-law Parking/SFO/BART/Caltrain,Entire home/apt,179,3,53
1 BR Detached In-Law. Downtown Redwood City,Entire home/apt,150,2,69
SF private Unite with parking.,Private room,61,2,206
Private bedroom and bath,Private room,73,1,193
Old World Charm: DISINFECTED/Deep Cleaning,Private room,64,1,149
Burlingame Hills Gem- 1Bdr,Entire home/apt,139,2,31
Family Friendly House,Entire home/apt,300,3,15
Charming near downtown San Mateo,Private room,299,1,0
Charming Studio,Entire home/apt,169,1,124
Montara Ocean View Suite,Entire home/apt,165,2,82
Vintage Trailer in Menlo Park,Private room,68,1,203
Beautiful Beach House steps from the Beach,Entire home/apt,395,4,29
Tiger Room with private full bath,Private room,80,1,189
Cozy  newly remodeled Inlaw cottage,Entire home/apt,125,2,81
Modern luxury room near SFO,Private room,145,2,18
Silicon Valley Guest House w/ Views,Entire home/apt,160,3,42
Sunny Colorful 2bd/1ba Sanctuary,Entire home/apt,190,14,42
Daly City Bunk-bed style # 2,Shared room,29,2,91
Daly City Bunk-bed style # 1,Shared room,29,2,83
Gorgeous Views and Prime Location,Entire home/apt,412,30,0
Comfy bed in Shared room # 2,Shared room,35,3,27
Modern French Country Style Home,Entire home/apt,598,3,109
Large Home with great location,Entire home/apt,725,3,4
Bedroom dedicated to travel dreams,Private room,85,1,68
Cottage near dwntwn Palo Alto  Stanford  Face-book,Entire home/apt,275,3,139
Quiet  lovely 3BR home in San Carlos,Entire home/apt,210,4,45
★ Warm & Cozy  ★ Big Closet ★ W/D ★ Dog ★,Private room,70,5,75
★ Book Lovers Heaven ★ Backyard ★ W/D ★ Dog ★,Private room,75,5,68
Private Studio with Private Entrance near Facebook,Private room,79,1,239
Private Garden Studio with Patio,Entire home/apt,110,3,53
Contemporary Remodeled 1 BR unit,Entire home/apt,500,1,0
Clean private room,Private room,113,1,18
Charming bedroom with queen bed,Private room,85,1,88
Nice  clean  cozy room near SFO,Private room,65,1,116
Privately keyed suite  quiet  new bed  walkable,Entire home/apt,284,3,18
4500 sq. 5x4. Great location.,Entire home/apt,5800,3,0
The best house near SFO,Entire home/apt,120,2,303
Anita’s Guest House Great For Business,Entire home/apt,224,2,71
3 Bedroom Home  Parking and Views of SF and Ocean!,Entire home/apt,265,3,10
